disease,date,count
bursitis-questions,2013-06,6
buttocks-questions,2013-06,3
caffeine-questions,2013-06,6
calf-questions,2013-06,4
calorie-questions,2013-06,4
cancer-questions,2013-06,11
candidiasis-questions,2013-06,2
carbohydrate-questions,2013-06,2
cardiac-catheterization-questions,2013-06,6
carpal-tunnel-syndrome-questions,2013-06,2
cartilage-questions,2013-06,2
cat-scan-questions,2013-06,6
cavity-questions,2013-06,2
cephalexin-questions,2013-06,2
cervical-cancer-questions,2013-06,3
cervix-questions,2013-06,6
cesarean-section-questions,2013-06,2
chemotherapy-questions,2013-06,6
chest-questions,2013-06,21
chickenpox-questions,2013-06,4
chlamydia-questions,2013-06,4
cholesterol-questions,2013-06,11
chronic-obstructive-pulmonary-disease-questions,2013-06,2
chronic-pain-questions,2013-06,5
circumcision-questions,2013-06,4
clitoris-questions,2013-06,8
cocaine-questions,2013-06,2
coffee-questions,2013-06,4
coldness-questions,2013-06,12
collarbone-questions,2013-06,2
colon-cancer-questions,2013-06,2
colonoscopy-questions,2013-06,6
concentration-questions,2013-06,3
condom-questions,2013-06,14
confusion-questions,2013-06,10
congestive-heart-failure-questions,2013-06,6
constipation-questions,2013-06,8
cooking-questions,2013-06,2
corpulence-questions,2013-06,4
cough-questions,2013-06,16
cramps-questions,2013-06,4
craving-questions,2013-06,2
crying-questions,2013-06,8
cyst-questions,2013-06,12
deformity-questions,2013-06,2
dental-questions,2013-06,2
depo-provera-questions,2013-06,6
depression-questions,2013-06,10
diabetes-questions,2013-06,19
diarrhea-questions,2013-06,12
diet-questions,2013-06,14
dizziness-questions,2013-06,27
dog-questions,2013-06,10
drainage-questions,2013-06,2
drinking-questions,2013-06,30
drowsiness-questions,2013-06,20
drug-questions,2013-06,10
drug-test-questions,2013-06,4
dry-mouth-questions,2013-06,2
ear-infection-questions,2013-06,2
ears-questions,2013-06,24
ejaculation-questions,2013-06,29
elbow-questions,2013-06,4
electrocardiogram-questions,2013-06,2
electrogastrogram-questions,2013-06,8
emergency-room-questions,2013-06,4
endoscopy-questions,2013-06,2
erectile-dysfunction-questions,2013-06,2
erection-questions,2013-06,6
estrogen-questions,2013-06,2
exercise-questions,2013-06,47
eyelid-questions,2013-06,4
eyes-questions,2013-06,20
fallopian-tube-questions,2013-06,4
family-questions,2013-06,16
fast-food-questions,2013-06,2
fatigue-questions,2013-06,10
fear-questions,2013-06,14
feeding-questions,2013-06,2
fertility-questions,2013-06,6
fever-questions,2013-06,29
fiber-questions,2013-06,4
fibromyalgia-questions,2013-06,2
fine-needle-aspiration-questions,2013-06,3
fingernail-questions,2013-06,2
finger-questions,2013-06,18
flatulence-questions,2013-06,18
folic-acid-questions,2013-06,2
food-allergy-questions,2013-06,2
food-questions,2013-06,38
foot-questions,2013-06,24
forearm-questions,2013-06,10
forehead-questions,2013-06,2
foreskin-questions,2013-06,10
foreskin-restoration-questions,2013-06,2
fracture-questions,2013-06,2
fruit-questions,2013-06,2
gallbladder-questions,2013-06,5
gastric-bypass-surgery-questions,2013-06,2
gastritis-questions,2013-06,4
general-anesthesia-questions,2013-06,2
genital-herpes-questions,2013-06,17
genitalia-questions,2013-06,6
glycerin-questions,2013-06,2
graves-disease-questions,2013-06,2
grief-questions,2013-06,6
hair-questions,2013-06,14
hand-questions,2013-06,17
headache-questions,2013-06,21
head-lice-questions,2013-06,2
head-questions,2013-06,52
healing-questions,2013-06,7
heart-attack-questions,2013-06,2
heartburn-questions,2013-06,6
heart-disease-questions,2013-06,2
heart-questions,2013-06,11
heart-surgery-questions,2013-06,2
heel-questions,2013-06,2
height-questions,2013-06,2
hemochromatosis-questions,2013-06,2
hemorrhoid-questions,2013-06,2
hepatitis-c-questions,2013-06,2
herpes-questions,2013-06,26
hiatal-hernia-questions,2013-06,2
high-blood-pressure-questions,2013-06,7
high-cholesterol-questions,2013-06,2
hirschsprungs-disease-questions,2013-06,2
hives-questions,2013-06,7
hiv-questions,2013-06,4
honey-questions,2013-06,2
hormone-questions,2013-06,10
hot-flash-questions,2013-06,2
h-pylori-questions,2013-06,2
human-papillomavirus-questions,2013-06,13
hunger-questions,2013-06,9
hyperplasia-questions,2013-06,3
hypoglycemia-questions,2013-06,2
hysterectomy-questions,2013-06,8
ibuprofen-questions,2013-06,15
icing-questions,2013-06,2
index-finger-questions,2013-06,2
infant-questions,2013-06,2
inflammation-questions,2013-06,5
injection-questions,2013-06,33
injury-questions,2013-06,6
insulin-questions,2013-06,8
insurance-questions,2013-06,35
intestine-questions,2013-06,2
iodine-questions,2013-06,2
iron-questions,2013-06,2
irregularity-questions,2013-06,6
irritability-questions,2013-06,2
irritable-bowel-syndrome-questions,2013-06,2
itch-questions,2013-06,17
jaundice-questions,2013-06,2
jaw-questions,2013-06,6
jelly-questions,2013-06,4
jet-lag-questions,2013-06,3
jock-itch-questions,2013-06,2
knee-questions,2013-06,16
laparoscopy-questions,2013-06,6
larynx-questions,2013-06,8
lazy-eye-questions,2013-06,3
leg-questions,2013-06,40
lemon-questions,2013-06,2
lens-questions,2013-06,3
lightheadedness-questions,2013-06,6
liposuction-questions,2013-06,2
lump-questions,2013-06,4
lymph-node-questions,2013-06,2
magnetic-resonance-imaging-questions,2013-06,10
mammogram-questions,2013-06,2
mania-questions,2013-06,2
marijuana-questions,2013-06,18
massage-questions,2013-06,2
masturbation-questions,2013-06,10
meal-questions,2013-06,12
meat-questions,2013-06,4
medicare-questions,2013-06,8
melanoma-questions,2013-06,2
menopause-questions,2013-06,2
mental-breakdown-questions,2013-06,2
metabolism-questions,2013-06,4
methicillin-resistant-staphylococcus-aureus-questions,2013-06,5
migraine-questions,2013-06,2
milk-questions,2013-06,6
miscarriage-questions,2013-06,2
molar-questions,2013-06,4
mole-questions,2013-06,2
monoamine-oxidase-inhibitor-questions,2013-06,2
mononucleosis-questions,2013-06,2
mood-swing-questions,2013-06,2
morbid-obesity-questions,2013-06,2
morning-after-pill-questions,2013-06,2
morphine-questions,2013-06,2
mouth-questions,2013-06,12
movement-questions,2013-06,31
mucus-questions,2013-06,4
multivitamin-questions,2013-06,6
muscle-questions,2013-06,26
nail-questions,2013-06,4
naproxen-questions,2013-06,2
nasal-spray-questions,2013-06,2
nausea-questions,2013-06,23
neck-questions,2013-06,26
nerve-questions,2013-06,11
newborn-questions,2013-06,4
nicotine-questions,2013-06,3
nipple-questions,2013-06,12
nose-questions,2013-06,8
nsaid-questions,2013-06,4
numbness-questions,2013-06,4
occupational-therapy-questions,2013-06,2
orange-questions,2013-06,2
organ-questions,2013-06,2
orgasm-questions,2013-06,6
osteoporosis-questions,2013-06,2
ovary-questions,2013-06,8
over-the-counter-questions,2013-06,2
ovulation-calculator-questions,2013-06,2
ovulation-questions,2013-06,28
oxycodone-questions,2013-06,4
oxygen-questions,2013-06,8
painkiller-questions,2013-06,6
pain-questions,2013-06,135
palpitation-questions,2013-06,2
pancreatitis-questions,2013-06,4
pap-test-questions,2013-06,4
paranoid-behavior-questions,2013-06,4
pelvic-area-questions,2013-06,4
pelvis-questions,2013-06,8
penicillin-questions,2013-06,4
penis-questions,2013-06,55
period-questions,2013-06,101
physical-therapy-questions,2013-06,17
pink-eye-questions,2013-06,2
pituitary-gland-questions,2013-06,3
placenta-questions,2013-06,2
platelet-questions,2013-06,2
pneumonia-questions,2013-06,4
poisoning-questions,2013-06,2
poison-ivy-questions,2013-06,4
polycystic-ovarian-syndrome-questions,2013-06,4
potassium-questions,2013-06,2
precocious-puberty-questions,2013-06,2
pregnancy-questions,2013-06,131
pregnancy-test-questions,2013-06,24
prenatal-vitamin-questions,2013-06,2
pressure-questions,2013-06,22
prostate-questions,2013-06,2
protein-questions,2013-06,2
psoriasis-questions,2013-06,2
puberty-questions,2013-06,10
puffiness-questions,2013-06,2
pulse-questions,2013-06,9
puncture-wound-questions,2013-06,2
purpura-questions,2013-06,2
rash-questions,2013-06,25
reaction-questions,2013-06,4
rectum-questions,2013-06,2
renal-cell-carcinoma-questions,2013-06,2
ribcage-questions,2013-06,4
ringworm-questions,2013-06,10
rotator-cuff-injury-questions,2013-06,4
running-questions,2013-06,15
sadness-questions,2013-06,3
salt-questions,2013-06,8
scar-questions,2013-06,4
sciatica-questions,2013-06,6
scoliosis-questions,2013-06,4
scrape-questions,2013-06,2
screening-questions,2013-06,6
scrotum-questions,2013-06,2
sepsis-questions,2013-06,2
septic-shock-questions,2013-06,6
sexual-abuse-questions,2013-06,2
sexual-intercourse-questions,2013-06,159
sexually-transmitted-disease-questions,2013-06,11
shaving-questions,2013-06,2
shellfish-questions,2013-06,2
shingles-questions,2013-06,11
shock-questions,2013-06,2
short-stature-questions,2013-06,8
short-term-memory-loss-questions,2013-06,2
shoulder-questions,2013-06,14
shrimp-questions,2013-06,2
sinus-infection-questions,2013-06,2
sinus-questions,2013-06,12
skin-questions,2013-06,42
sleep-apnea-questions,2013-06,3
sleepiness-questions,2013-06,4
sleepwalking-questions,2013-06,3
smell-questions,2013-06,8
smoking-questions,2013-06,14
snack-questions,2013-06,2
soda-questions,2013-06,2
soft-tissue-questions,2013-06,2
sore-questions,2013-06,2
sore-throat-questions,2013-06,10
spasm-questions,2013-06,2
sperm-questions,2013-06,14
spine-questions,2013-06,2
splinter-questions,2013-06,2
spotting-questions,2013-06,10
sprain-questions,2013-06,4
staph-infection-questions,2013-06,5
steroid-questions,2013-06,3
stitches-questions,2013-06,6
stomach-questions,2013-06,51
strawberry-questions,2013-06,2
stress-questions,2013-06,19
stretch-mark-questions,2013-06,2
stuffy-nose-questions,2013-06,2
sty-questions,2013-06,2
suicide-questions,2013-06,2
sunburn-questions,2013-06,4
supplement-questions,2013-06,2
surgery-questions,2013-06,25
sweating-questions,2013-06,12
swelling-questions,2013-06,34
swimmers-ear-questions,2013-06,2
tachycardia-questions,2013-06,3
tampon-questions,2013-06,2
taste-questions,2013-06,10
tattoo-questions,2013-06,2
tea-questions,2013-06,2
temperature-questions,2013-06,2
tenderness-questions,2013-06,16
tendonitis-questions,2013-06,6
tendon-questions,2013-06,2
testicle-questions,2013-06,18
testosterone-questions,2013-06,6
tetanus-questions,2013-06,10
thigh-questions,2013-06,7
thirst-questions,2013-06,2
throat-questions,2013-06,23
thrush-questions,2013-06,2
thumb-questions,2013-06,3
thyroid-questions,2013-06,15
tightness-questions,2013-06,18
tinnitus-questions,2013-06,8
toe-questions,2013-06,7
tongue-questions,2013-06,8
tooth-abscess-questions,2013-06,4
toothache-questions,2013-06,6
tooth-questions,2013-06,18
transfusion-questions,2013-06,2
transvaginal-ultrasound-questions,2013-06,2
trauma-questions,2013-06,4
travel-questions,2013-06,5
tremor-questions,2013-06,3
trichomoniasis-questions,2013-06,2
tubal-ligation-questions,2013-06,6
tumor-questions,2013-06,2
undescended-testicle-questions,2013-06,2
urethra-questions,2013-06,4
urinary-tract-infection-questions,2013-06,2
urination-questions,2013-06,6
urostomy-questions,2013-06,2
uterus-questions,2013-06,6
vaccination-questions,2013-06,2
vaginal-yeast-infection-questions,2013-06,2
vagina-questions,2013-06,32
vasectomy-questions,2013-06,4
vegetable-questions,2013-06,2
vertigo-questions,2013-06,6
vision-questions,2013-06,53
vitamin-d-deficiency-questions,2013-06,4
vitamin-questions,2013-06,6
vomit-questions,2013-06,18
walking-questions,2013-06,54
wart-questions,2013-06,2
weakness-questions,2013-06,2
weight-gain-questions,2013-06,4
weight-loss-questions,2013-06,16
weight-questions,2013-06,24
welt-questions,2013-06,2
whooping-cough-questions,2013-06,4
wisdom-tooth-questions,2013-06,2
workout-questions,2013-06,4
worm-questions,2013-06,8
wrist-questions,2013-06,6
x-ray-questions,2013-06,10
yeast-infection-questions,2013-06,6
yeast-questions,2013-06,2
abdominal-pain-questions,2013-07,4
acetaminophen-questions,2013-07,5
achilles-tendon-questions,2013-07,2
acne-questions,2013-07,15
affordable-care-act,2013-07,8
allergic-reaction-questions,2013-07,4
allergy-questions,2013-07,8
ammonia-questions,2013-07,2
amoxicillin-questions,2013-07,2
anal-cancer-questions,2013-07,2
anemia-questions,2013-07,2
anger-management-questions,2013-07,2
anger-questions,2013-07,2
ankle-questions,2013-07,14
antibiotic-questions,2013-07,17
antibiotic-use-questions,2013-07,2
antidepressant-questions,2013-07,4
anti-inflammatory-questions,2013-07,2
anus-questions,2013-07,24
anxiety-questions,2013-07,12
appendicitis-questions,2013-07,2
appendix-questions,2013-07,2
armpit-questions,2013-07,4
arm-questions,2013-07,41
artery-questions,2013-07,4
arthritis-questions,2013-07,9
aspirin-questions,2013-07,7
asthma-questions,2013-07,4
attention-deficit-hyperactivity-disorder-questions,2013-07,6
autism-questions,2013-07,2
b12-questions,2013-07,2
baby-questions,2013-07,45
back-pain-questions,2013-07,12
bacterium-questions,2013-07,4
belly-button-questions,2013-07,2
benign-questions,2013-07,3
beverages-questions,2013-07,2
big-toe-questions,2013-07,4
biopsy-questions,2013-07,4
bipolar-disorder-questions,2013-07,10
birth-control-pill-questions,2013-07,6
birth-control-questions,2013-07,8
birth-questions,2013-07,4
bladder-questions,2013-07,2
blister-questions,2013-07,16
bloating-questions,2013-07,9
blood-clot-questions,2013-07,2
blood-loss-questions,2013-07,2
blood-pressure-questions,2013-07,8
blood-test-questions,2013-07,12
blood-thinner-questions,2013-07,3
boil-questions,2013-07,8
bowel-movement-questions,2013-07,8
brain-questions,2013-07,19
brain-tumor-questions,2013-07,2
breastfeed-questions,2013-07,2
breast-questions,2013-07,44
broken-toe-questions,2013-07,2
bruise-questions,2013-07,8
burn-questions,2013-07,38
caffeine-questions,2013-07,2
calcium-questions,2013-07,5
calf-questions,2013-07,2
california-questions,2013-07,2
calorie-questions,2013-07,2
cancer-questions,2013-07,12
canker-sore-questions,2013-07,2
carpal-tunnel-syndrome-questions,2013-07,3
cartilage-questions,2013-07,2
cats-questions,2013-07,8
cavity-questions,2013-07,2
cephalexin-questions,2013-07,6
cereal-questions,2013-07,2
cervical-spine-questions,2013-07,4
cervix-questions,2013-07,8
cesarean-section-questions,2013-07,4
chemotherapy-questions,2013-07,8
chest-questions,2013-07,33
chiari-malformation-questions,2013-07,2
chlamydia-questions,2013-07,17
cholesterol-questions,2013-07,6
chronic-obstructive-pulmonary-disease-questions,2013-07,2
circulation-questions,2013-07,2
circumcision-questions,2013-07,8
clavicle-questions,2013-07,2
clitoris-questions,2013-07,5
coldness-questions,2013-07,25
cold-questions,2013-07,7
cold-sore-questions,2013-07,4
collarbone-questions,2013-07,2
colon-cancer-questions,2013-07,2
colonoscopy-questions,2013-07,8
colon-questions,2013-07,2
colposcopy-questions,2013-07,2
coma-questions,2013-07,2
concentration-questions,2013-07,4
condom-questions,2013-07,16
confusion-questions,2013-07,6
congestive-heart-failure-questions,2013-07,2
constipation-questions,2013-07,4
consumption-questions,2013-07,2
contact-dermatitis-questions,2013-07,2
conversion-disorder-questions,2013-07,2
cooking-questions,2013-07,5
coronary-angioplasty-questions,2013-07,2
corpulence-questions,2013-07,10
cortisone-questions,2013-07,4
cough-questions,2013-07,10
cramps-questions,2013-07,14
craving-questions,2013-07,2
crying-questions,2013-07,2
cuts-questions,2013-07,2
cyst-questions,2013-07,4
dark-chocolate-questions,2013-07,2
dental-questions,2013-07,4
depo-provera-questions,2013-07,4
depression-questions,2013-07,10
dermatitis-questions,2013-07,2
diabetes-questions,2013-07,9
diaper-rash-questions,2013-07,2
diarrhea-questions,2013-07,17
diet-pills-questions,2013-07,2
diet-questions,2013-07,29
digestive-system-questions,2013-07,2
disc-herniation-questions,2013-07,2
dizziness-questions,2013-07,12
dog-questions,2013-07,10
dopamine-questions,2013-07,3
drainage-questions,2013-07,8
drinking-questions,2013-07,30
drowsiness-questions,2013-07,4
drug-questions,2013-07,12
drug-test-questions,2013-07,9
ear-infection-questions,2013-07,2
ears-questions,2013-07,32
eating-disorder-questions,2013-07,2
edema-questions,2013-07,2
ejaculation-questions,2013-07,16
elbow-questions,2013-07,8
electrogastrogram-questions,2013-07,4
endometrial-ablation-questions,2013-07,2
endoscopy-questions,2013-07,4
epidermal-cyst-questions,2013-07,2
epidural-questions,2013-07,2
epinephrine-questions,2013-07,3
epistaxis-questions,2013-07,6
erection-questions,2013-07,15
essential-tremor-questions,2013-07,3
estrogen-questions,2013-07,2
exercise-questions,2013-07,42
exposure-questions,2013-07,2
eyelid-questions,2013-07,5
eyes-questions,2013-07,27
family-questions,2013-07,15
fasciitis-questions,2013-07,2
fatigue-questions,2013-07,12
fear-questions,2013-07,27
feeding-questions,2013-07,2
fertility-questions,2013-07,3
fetus-questions,2013-07,2
fever-blister-questions,2013-07,2
fever-questions,2013-07,20
fiber-questions,2013-07,2
fibromyalgia-questions,2013-07,3
finger-questions,2013-07,23
fitness-questions,2013-07,4
flatulence-questions,2013-07,6
flu-questions,2013-07,2
food-questions,2013-07,35
foot-questions,2013-07,33
